speed_kmph,accel_x,accel_y,brake_pressure,steering_angle,throttle,lane_deviation,phone_usage,headway_distance,reaction_time,behavior_label
36.075011221318455,0.5357634189527443,0.7086331754081822,23.107811717130193,-3.169956089764467,53.12350548150829,0.8518714846208968,1,17.996004566723393,1.4000497114818222,Distracted
38.09053632587049,0.9737639558372702,0.044312098045789505,36.96113666604917,-24.38008153545242,36.383904366728395,1.4594951042899007,1,29.90418224637667,1.4285366907550168,Distracted
71.31444489805509,3.6384344566641458,0.7893752668601113,79.73408727001504,-6.1002378508739135,78.11050734408914,0.2547229621314546,0,11.126012259878562,0.4069498440658552,Aggressive
86.4859970442183,2.44136640359811,0.03913532702808609,45.00700186827259,17.886191415642283,82.79493538933532,0.9116640085154041,0,11.064505213109351,0.5399642642424287,Aggressive
52.8167773592694,-0.201762839915681,0.560619152373741,38.759611619342856,-4.104322758391775,61.43237535593538,1.5912437280989993,1,21.967570454820624,1.369907717434282,Distracted
42.985387848687054,0.7211614606825593,0.08594281369927334,6.230913613220418,-1.9192810474105169,27.733030765567218,0.18372951591141765,0,37.257845474082536,0.9838410753169726,Safe
61.72637219066154,0.3083466767939774,0.021795990554417444,19.95654634900345,-0.015212437164037126,47.93216516157984,0.3907264424339979,0,47.897569439802524,0.967565047154588,Safe
52.97121796805645,0.12251044887774754,0.0071134967430840634,19.12588892714006,-1.6001538827404047,21.890353012092273,0.07559150930555576,0,26.997959038118253,0.8578889229056621,Safe
54.35165961121493,0.5175351068701253,0.1041480267446464,20.378814882960146,-0.4575511180108486,48.17872841055238,0.29326682125702064,0,34.624071326830645,0.9185549873003034,Safe
59.054711349586455,0.9826342874340765,0.32873197896615414,22.390511509260396,4.4529437302402135,40.56149289691787,0.8150632486381141,1,11.281027779501763,1.4890359480770907,Distracted
50.54343845102145,0.6277733392057698,0.08241245990956655,10.708211885016022,1.3176796662826002,37.078594342884024,0.07397419542863157,0,34.3203362794445,0.9854465777647393,Safe
47.87915726941581,0.6733312089817125,0.31082195178765504,44.20685625926004,14.866864581418067,67.60097918186874,0.7046611407931198,1,27.693759270157898,1.5287719633032564,Distracted
51.17566354736726,0.8218568904745641,0.5963452962646569,40.41747281382001,37.056381954428105,65.28320812671764,0.5660987485633895,1,22.737967155810345,1.3916335797368857,Distracted
57.70735798189958,0.5817462412436224,-0.00661970641073395,23.392471132469904,-0.05046581756418909,43.11441237052945,0.10239892790147895,0,49.4149930773923,0.7466344254098923,Safe
59.00051779070135,0.27883717938183994,0.0590906470760849,18.428967567217498,7.902890316643804,49.746999545559206,0.35885633471756295,0,34.34605963919205,0.7031759065578397,Safe
50.922738896600194,0.7938749420674731,0.4571046899329737,32.227623729411036,9.832149318065962,49.43355771196444,1.0761919704716325,1,22.413685210217835,1.3751304025693611,Distracted
93.28896466375419,2.0682052547529133,0.5100577586825688,76.14069666169077,5.750928824163691,89.2040697863707,0.32910911620179817,0,19.145550151801785,0.5709845169755706,Aggressive
63.559955317359574,0.3710088905500288,0.09492878583011896,5.592427644009129,5.359202542679082,23.894144819323685,0.23380502147783394,0,34.610395375656566,0.9080522951351646,Safe
35.84792086720524,-0.1922452322210676,0.1629163833821081,45.39853493278572,-13.291889807309392,33.34970426111236,0.6165505553586468,1,17.867244149082858,1.8839026591456631,Distracted
64.64462668105898,2.240962696376702,0.5883196524443809,95.56912497296408,-1.9601977066910345,86.60475125206926,0.2964668640523722,0,10.343527110192843,0.5212968221218239,Aggressive
57.48149213462963,0.3771619163749015,0.01735327188135201,9.607940886459293,2.0932115871515298,37.6692630428456,0.2543175189766048,0,31.87397775992258,0.9813965583166169,Safe
50.41396767997722,0.254764614359657,0.07294186339663644,36.969750975907445,0.08552453276127696,57.88408850810566,1.2717887815761357,1,22.29396725298349,1.5508964627180044,Distracted
47.08330787868538,0.5061569611716267,0.21687799986240278,40.023228632715245,-3.650556396215144,49.20756807154578,0.6512255517381531,1,21.229749139116734,1.4425641730096372,Distracted
